CapBac,CongTy,HanNopCV,ID,KinhNghiem,Link,LoaiHinh,Luong,MoTa,Nganh,PhucLoi,SoLuong,TenCV,TinhThanh,Web,YeuCau
Junior,"
                  Devwork Client
                ",2023-12-27,IT_DV_11,1 năm,https://devwork.vn/viec-lam/11946/ky-su-cad-lam-viec-tai-nhat,Full-time,30-50 triệu,"- Kiến thức về thiết kế cơ khí/thiết kế công nghiệp (Chuyên gia/Có kinh nghiệm/Người mới bắt đầu),
- Vận hành CAD (Chuyên gia/Có kinh nghiệm/Người mới bắt đầu),
- Tiếng Nhật (N1/N2/N3)",IT,"- Mức lương: 25-30man/ tháng ,
-Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa, các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
-Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.",10 người,"
                Kỹ Sư CAD làm việc tại Nhật
              ","
                Tokyo
              ",DevWork,"- Kiến thức về thiết kế cơ khí/thiết kế công nghiệp (Chuyên gia/Có kinh nghiệm/Người mới bắt đầu),
- Vận hành CAD (Chuyên gia/Có kinh nghiệm/Người mới bắt đầu),
- Tiếng Nhật (N1/N2/N3)"
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-28,IT_DV_12,5 năm,https://devwork.vn/viec-lam/11948/java-senior-hybrid,Full-time,20-30 triệu,"- Build software according to the requirements of the Company and the Customer.,
- Research and bring research results as required,
- Perform other duties as assigned by the head of department.",IT,"- No need to try a job, get an official job with 100% salary,
- Opportunities onsite and working with big customers, advanced technology, self-development...,
- The opportunity to work in groups with many leading experts in the field of domestic and international IT.,
- Opportunity to implement ambitious projects in many countries, exposure to the latest technologies and learn from good colleagues.,
- Working in a young, vibrant, modern and multicultural environment; Communication activities and events on holidays take place regularly.,
- Opportunity for advancement based on ability with corresponding increase in rank and salary increase.,
- Have the right to participate in soft skills training courses (logical thinking, creative thinking, communication skills, project management skills, negotiation skills…) and Japanese language classes.,
- And many other attractive benefits...",4 người,"
                Java Senior Hybrid
              ","
                Hồ Chí Minh
              ",DevWork,"Minimum 5 years of web application development experience with Java,
- Experience of writing and reviewing source code based on clean code principle,
- Experience of backend development with RDBMS such as Oracle / MySQL / PostgreSQL,
- Experience with scrum or similar agile methodologies,
- Experience of development with NoSQL databases such as DynamoDB / Elasticsearch / MongoDB,
- Basic English reading/writing, basic daily communication in English"
Middle,"
                  NAL JAPAN
                ",2023-12-28,IT_DV_13,2 năm,https://devwork.vn/viec-lam/11949/brse,Full-time,50-70 triệu,"Dự án quy mô lớn cho các công ty lớn tại Nhật,
Nghe về yêu cầu của khách hàng và yêu cầu hệ thống, biên soạn thông số kỹ thuật,
・Xây dựng tài liệu thiết kế,
・Truyền đạt và xác nhận thiết kế và thông số kỹ thuật của hệ thống cho nhóm phát triển Việt Nam,
・Quản lý và báo cáo tiến độ phát triển,
・Thực hiện test phi chức năng",IT,"■Thời gian làm việc: 9:00~18:00 ,
■Thời gian thử việc: 3 tháng ,
■Lương năm: 400万円〜600万円 ,
■Trợ cấp đi lại lên đến 20,000円,
■Chế độ phúc lợi:Phúc lợi/Khám sức khỏe,
・Quần áo miễn phí,
・Tham gia các buổi học và hội thảo,
・Khuyến nghị mua lại chứng chỉ, hệ thống mua sách,
・Môi trường làm việc trẻ trung, năng động,
・Cơ hội trải nghiệm làm việc tại công ty lớn,
■ Quy trình phỏng vấn: 2 vòng",1 người,"
                Brse
              ","
                Tokyo
              ",DevWork,"Thành thạo tiếng Nhật,
・Có kinh nghiệm quản lý tiến độ và trưởng nhóm,
・Có thể ở lại lâu dài (Tokyo),
　Ưu tiên,
・Kinh nghiệm phát triển Agile,
・Có kinh nghiệm tạo tài liệu thiết kế,
・Kinh nghiệm Test phi chức năng,
・Có kinh nghiệm sử dụng các công cụ Backlog và truyền thông,
・Kinh nghiệm phát triển,
・Backend: Java,
・Fronted:  React ,
・DB: MySQL/PostgreSQL,
Trình độ tiếng Nhật: trình độ N2 trở lên,
Trình độ học vấn: Tốt nghiệp Đại học trở lên"
Middle,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-30,IT_DV_14,2 năm,https://devwork.vn/viec-lam/11952/brse-(php)-onsite-trung-kinh-_la,Full-time,30-40 triệu,"Xây dựng phần mềm theo yêu cầu của Công ty và Khách hàng.,
Nghiên cứu và đưa ra kết quả nghiên cứu theo yêu cầu,
Thực hiện các nhiệm vụ khác theo sự phân công của trưởng bộ phận,
HĐ CTV",IT,"- Không thử việc, hưởng 100% lương chính thức.,
- Cơ hội onsite và làm việc với khách hàng lớn, công nghệ tiên tiến, khả năng tự phát triển...,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…),
- Và nhiều quyền lợi hấp dẫn khác...",1 người,"
                BrSE (PHP) onsite Trung Kính _LA
              ","
                Hà Nội
              ",DevWork,"- Tiếng Nhật N2, giao tiếp tốt khách hàng Nhật,
- Kinh nghiệm BSE trên 2 năm,
- Có khả năng phân tích và làm Requirement Definition, Basic Design,
- Có hiểu biết về kỹ thuật (phát triển Web, ngôn ngữ PHP),
- Ưu tiên có kinh nghiệm hoặc hiểu biết về framework Laravel ,
- Ưu tiên có kinh nghiệm hoặc hiểu biết về AWS,
- Ưu tiên ứng viên đã từng làm các dự án migration PHP từ version thấp lên cao."
Middle,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-30,IT_DV_15,2 năm,https://devwork.vn/viec-lam/11953/brse-(pythonvuejs)-onsite-trung-kinh_la,Full-time,30-40 triệu,"Xây dựng phần mềm theo yêu cầu của Công ty và Khách hàng.,
Nghiên cứu và đưa ra kết quả nghiên cứu theo yêu cầu,
Thực hiện các nhiệm vụ khác theo sự phân công của trưởng bộ phận,
HĐ CTV",IT,"- Không thử việc, hưởng 100% lương chính thức.,
- Cơ hội onsite và làm việc với khách hàng lớn, công nghệ tiên tiến, khả năng tự phát triển...,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…),
- Và nhiều quyền lợi hấp dẫn khác...",1 người,"
                BrSE (Python,VueJS) onsite Trung Kính_LA
              ","
                Hà Nội
              ",DevWork,"Tiếng Nhật tương đương N2 trở lên, giao tiếp tốt ,
Có kinh nghiệm làm dự án Python hoặc Vue JS,
Có kinh nghiệm trên 2 năm ở vị trí tương đương hoặc quản lý các Dự án phần mềm cho khách hàng,
Có khả năng làm proposal,
Có tinh thần trách nhiệm cao trong công việc,
Có khả năng làm việc độc lập/ khả năng làm việc nhóm tốt"
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-03,IT_DV_16,Trên 5 năm,https://devwork.vn/viec-lam/11886/fullstack-backend-remote_la,Full-time,30-50 triệu,"Build software according to the requirements of the Company and the Customer.,
Research and bring research results as required,
Perform other duties as assigned by the head of department",IT,"- No need to try a job, get an official job with 100% salary,
- Opportunities onsite and working with big customers, advanced technology, self-development...,
- The opportunity to work in groups with many leading experts in the field of domestic and international IT.,
- Opportunity to implement ambitious projects in many countries, exposure to the latest technologies and learn from good colleagues.,
- Working in a young, vibrant, modern and multicultural environment; Communication activities and events on holidays take place regularly.,
- Opportunity for advancement based on ability with corresponding increase in rank and salary increase.,
- Have the right to participate in soft skills training courses (logical thinking, creative thinking, communication skills, project management skills, negotiation skills…) and Japanese language classes.,
- And many other attractive benefits...",1 người,"
                Fullstack Backend Remote_LA
              ","
                Tất cả địa điểm
              ",DevWork,"Backend development for web applications professionally for 5+ years.,
(Technical Skill),
Experiences of development by Ruby.,
Experiences of development by Go.,
Knowledge of web API development.,
Knowledge of Database design.,
Knowledge of CI/CD tooling such as Jenkins, Github Actions, Gitlab CI/CD.,
(Soft Skill),
English(80% of engineers are non-Japanese. We are a very international team.),
Continuously learn new technologies and find ways to solve issues and requirements."
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-30,IT_DV_17,5 năm,https://devwork.vn/viec-lam/11954/remote_fullstack-(php-reactjs),Full-time,25-30 triệu,"- Build software according to the requirements of the Company and the Customer.,
- Research and bring research results as required,
- Perform other duties as assigned by the head of department.",IT,"- No need to try a job, get an official job with 100% salary,
- Opportunities onsite and working with big customers, advanced technology, self-development...,
- The opportunity to work in groups with many leading experts in the field of domestic and international IT.,
- Opportunity to implement ambitious projects in many countries, exposure to the latest technologies and learn from good colleagues.,
- Working in a young, vibrant, modern and multicultural environment; Communication activities and events on holidays take place regularly.,
- Opportunity for advancement based on ability with corresponding increase in rank and salary increase.,
- Have the right to participate in soft skills training courses (logical thinking, creative thinking, communication skills, project management skills, negotiation skills…) and Japanese language classes.,
- And many other attractive benefits...",1 người,"
                Remote_Fullstack (PHP, ReactJS)
              ","
                Tất cả địa điểm
              ",DevWork,"Experience with the LAMP stack (Linux, Apache, MySQL, PHP).,
Experience with OOP and PHP MVC frameworks - Experience with Symfony Strongly preferred.,
Comfortable with client-side development, server-side development, and database development.,
Experience with Relational Databases, stored procedures, functions, triggers, and views.,
Strong understanding of JavaScript | React | HTML5 | CSS (Tailwind preferred).,
Solid experience integrating APIs.,
Ability to multi-task and prioritize in a fast-paced and dynamic work environment.,
Good documentation and communication skills and ability to work as part of a team.,
Strong ability to debug existing PHP Applications and improve performance.,
Good understanding of GIT version control,
Comfortable with Google Cloud Platform,
Experience working in Agile environments."
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-06,IT_DV_18,3 năm,https://devwork.vn/viec-lam/11889/lap-trinh-vien-java-(middle-senior),Full-time,80-100 triệu,"Hạng mục dự án,
Phát triển, hệ thống kinh doanh/hệ thống web,
Chi tiết dự án,
Nhiều dự án đang được thực hiện bởi các công ty liên quan đến chuyển động DX,,
Chúng tôi sẽ cung cấp hỗ trợ cho một trong các dự án sau.,
・Phát triển, vận hành và bảo trì hệ thống xe buýt,
・Phát triển, vận hành và bảo trì hệ thống chia sẻ xe,
・Hỗ trợ phát triển bảng hiệu,
*Chúng tôi dự định tập trung vào một dự án và cung cấp hỗ trợ cho các dự án khác tùy theo tình hình.,
Chúng tôi đang tìm kiếm các nhà lãnh đạo và thành viên,,
Chúng tôi muốn người lãnh đạo đóng quân ở Tokyo và các thành viên đóng quân ở Tokyo hoặc Osaka.,
Lãnh đạo cũng yêu cầu sự đánh giá và hỗ trợ từ các thành viên.,
Tuổi: ~ cuối 40,
Ga gần nhất: Monzennakacho/Kiba,
・Đây là một dự án lâu dài.,
・Đây là một kế hoạch dài hạn.,
・Đối với người nước ngoài, vui lòng tham dự hai cuộc phỏng vấn.",IT,"- Quốc tịch nước ngoài: Có thể (tùy thuộc vào khả năng ngôn ngữ),
- Thử việc 2 tháng, hưởng 100% lương và đóng đầy đủ bảo hiểm theo luật lao động Việt Nam (bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp) sau 2 tháng làm việc.,
- Thưởng thâm niên, thưởng lễ tết, thưởng Tết, thưởng lương tháng 13,
- Trợ cấp thai sản cho nhân viên nữ.,
- Tham gia các hoạt động của công ty: Hàng tháng, hàng quý, teambuilding, du lịch, nghỉ dưỡng và các hoạt động khác,
- Cơ hội onsite và làm việc với các khách hàng lớn, công nghệ tiên tiến, phát triển bản thân...,
- Cơ hội làm việc nhóm với nhiều chuyên gia đầu ngành trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa. Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Được quyền tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật.",1 người,"
                Lập trình viên Java (Middle - Senior)
              ","
                Tokyo
              ",DevWork,"Kỹ năng (bắt buộc):,
【lãnh đạo】35-45Man,
・Lãnh đạo hoặc kinh nghiệm tương tự,
・Kinh nghiệm phát triển Java (trên 5 năm),
【thành viên】30-35Man,
・Kinh nghiệm phát triển Java (hơn 3 năm),
【chung】,
・Có kinh nghiệm với SpringBoot hoặc Spring,
・Kinh nghiệm phát triển hệ thống web,
・Có kinh nghiệm sử dụng Mysql,
Các kỹ năng (không bắt buộc):,
・Kinh nghiệm phát triển sử dụng PHP"
Middle,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-06,IT_DV_19,2 năm,https://devwork.vn/viec-lam/11891/middle-android-developer-(onsite-dao-tan)-hcn,Full-time,20-30 triệu,"- Participate in software projects at KH office.,
- Scope of work ranges from clarifying customer requirements, developing, testing, deploying and operating the system for customers.,
- Ensure software development on time, according to process and quality assurance.",IT,"- No probationary period, receive 100% official salary, Onsite allowances 100.000 VND/day,
- Opportunities onsite and working with big customers, advanced technology, self-development...,
- The opportunity to work in groups with many leading experts in the field of domestic and international IT.,
- Opportunity to implement ambitious projects in many countries, exposure to the latest technologies and learn from good colleagues.,
- Working in a young, vibrant, modern and multicultural environment; Communication activities and events on holidays take place regularly.,
- Opportunity for advancement based on ability with corresponding increase in rank and salary increase.,
- Have the right to participate in soft skills training courses (logical thinking, creative thinking, communication skills, project management skills, negotiation skills…),
- And many other attractive benefits...",1 người,"
                Middle Android Developer (Onsite Đào Tấn) - HCN
              ","
                Hà Nội
              ",DevWork,"- 2 years of professional Android development experience. ,
-  Have experience in android Kotlin, jetpack library, jetpack compose (obligatory),
- Strong experience in Kotlin and Android SDK, Kotlin Coroutines, Kotlin Flows,
- Fluent English Communication skills"
Junior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-21,IT_DV_20,2 năm,https://devwork.vn/viec-lam/11925/php-wordpress-(onsite-tan-binh),Full-time,15-25 triệu,"Xây dựng phần mềm theo yêu cầu của Công ty và Khách hàng.,
Nghiên cứu và đưa ra kết quả nghiên cứu theo yêu cầu,
Thực hiện các nhiệm vụ khác theo sự phân công của trưởng bộ phận",IT,"- Không cần thử việc, hưởng 100% lương chính thức,
- Trợ cấp 100k/ngày,
- Thưởng theo thâm niên, dự án, lương tháng 13, hiệu quả công việc vào cuối năm.,
- Tham gia các hoạt động của công ty: Liên hoan tháng, quý, teambuilding, du lịch, nghỉ dưỡng và các hoạt động khác.,
- Làm việc với hệ thống lớn và tiên tiến, có cơ hội phát triển kỹ năng công nghệ toàn diện với các bài toán phức tạp, yêu cầu độ chính xác cao.,
- Đánh giá năng lực, hiệu suất làm việc 2 lần trong năm.,
- Cơ hội thăng tiến dựa trên năng lực tương ứng với tăng bậc và tăng lương tương xứng.,
- Cơ hội triển khai các dự án tham vọng ở nhiều quốc gia, tiếp xúc với những công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Được tham gia các khoá đào tạo kỹ năng: AWS, Microservice, ngoại ngữ (tiếng Anh, tiếng Nhật)…",1 người,"
                PHP Wordpress (Onsite Tân Bình)
              ","
                Hồ Chí Minh
              ",DevWork,"- Có từ 2 năm kinh nghiệm lập trình về ngôn ngữ PHP, có kinh nghiệm làm việc với Wordpress,
- Linh hoạt, năng động trong công việc.,
- Có khả năng làm việc nhóm tốt, làm việc dưới áp lực cao."
Junior,"
                  Hava a talk
                ",2023-10-28,IT_DV_21,1 năm,https://devwork.vn/viec-lam/11797/se-(java-php-c-.net),Full-time,40-50 triệu,"Chúng tôi có thể đảm nhiệm các công việc như phát triển EC Site và dịch vụ Web dành cho BtoC, phát triển hệ thống dựa trên yêu cầu công việc, tạo nội dung Web, phát triển ứng dụng iOS và Android, cũng như thực hiện các loại kiểm thử khác nhau. Chúng tôi sẽ lắng nghe kỹ về những mong muốn và kỹ năng của bạn để giao cho bạn nhiệm vụ phù hợp! Chúng tôi rất hoan nghênh việc phát triển kỹ năng và cung cấp cơ hội thăng tiến, bao gồm cả tham gia vào quy trình phát triển từ giai đoạn đầu và thử sức với việc quản lý trong tương lai.♪,
【Dự án mẫu】,
- Chuyển đổi toàn bộ hệ thống lên đám mây (SaaS) từ on-premise sang cloud,
- Xây dựng trang web hỗ trợ doanh nghiệp gặp gỡ cơ quan địa phương,
- Xây dựng cơ sở dữ liệu thông tin dành cho nhân viên y tế,
- Xây dựng trang web khảo sát cho các phương tiện giao thông,
- Xây dựng công cụ chuyển đổi dữ liệu cho công ty tiếp thị,
Tỷ lệ dự án,
Dự án ký hợp đồng 20%,
Dự án khách hàng 80%,
→ 50%  làm việc tại địa điểm của khách hàng ( làm việc toàn thời gian, Remote  hoặc bán Remote tùy thuộc vào dự án)",IT,"Tuổi từ 20 đến 30 tuổi,
- Chế độ lương tháng (tăng lương: 2 lần/năm),
- Lương: 25-35 man ,
- Trợ cấp đi lại được trả đầy đủ,
- Phụ cấp làm thêm giờ: Có (lương cố định 20 giờ làm thêm),
[Nhận xét về lương] *Thu nhập hàng năm sẽ được xác định dựa trên kinh nghiệm và kỹ năng.,
- Bảo hiểm xã hội, y tế, lương hưu phúc lợi, việc làm, bồi thường cho người lao động,
- Phúc lợi khác,
- Khi làm việc tại cty KH, tiền đi lại công ty sẽ chi trả",1 người,"
                SE (Java PHP C# .NET)
              ","
                Tokyo
              ",DevWork,"【Yêu cầu bắt buộc】,
- Kinh nghiệm phát triển từ 1 năm trở lên,
【Yêu cầu ưu tiên】,
- Kinh nghiệm thiết kế chi tiết,
- Kinh nghiệm thiết kế cơ bản,
- Kinh nghiệm làm leader,
▼ Nếu bạn đáp ứng ít nhất một trong những yêu cầu trên, hãy ứng tuyển!,
□ Chưa thể làm việc độc lập...,
└ Hãy cùng nhau phát triển!,
□ Muốn phát triển mạnh mẽ hơn trong vai trò lập trình viên,
└ Hãy cố gắng tích luỹ kinh nghiệm phát triển!,
□ Muốn phát triển thăng tiến thành PM hoặc SE,
└ Rất hoan nghênh việc thăng tiến sự nghiệp!,
□ Người có kinh nghiệm PM hoặc giai đoạn công việc phía trên,
└ Cả những người có kinh nghiệm lâu năm cũng được hoan nghênh!"
Technical Leader,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-12-20,IT_DV_22,2 năm,https://devwork.vn/viec-lam/11917/techlead-(onsitehybrid-trung-kinh)_la,Full-time,30-35 triệu,"Xây dựng phần mềm theo yêu cầu của Công ty và Khách hàng.,
Nghiên cứu và đưa ra kết quả nghiên cứu theo yêu cầu,
HĐ CTV",IT,"- Không thử việc, hưởng 100% lương chính thức.,
- Cơ hội onsite và làm việc với khách hàng lớn, công nghệ tiên tiến, khả năng tự phát triển...,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội thực hiện các dự án đầy tham vọng ở nhiều quốc gia, tiếp xúc với các công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ, năng động, hiện đại và đa văn hóa; Các hoạt động truyền thông, sự kiện vào các ngày lễ diễn ra thường xuyên.,
- Cơ hội thăng tiến theo năng lực với mức tăng cấp bậc và tăng lương tương ứng.,
- Được tham gia các khóa đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản lý dự án, kỹ năng đàm phán…),
- Và nhiều quyền lợi hấp dẫn khác...",1 người,"
                Techlead (onsite/hybrid Trung Kính)_LA
              ","
                Hà Nội
              ",DevWork,"- Có kinh nghiệm làm việc ở vị trí TechLead tối thiểu 2 năm.,
- Hiểu biết sâu về phát triển Frontend với React.js,
- Có kinh nghiệm phát triển Backend với PHP, framework Laravel (hoặc framework khác tương tự),
- Có thể review source code và phân tích, trao đổi, đề xuất các giải pháp kỹ thuật với PM/Khách hàng.,
- Ưu tiên có kinh nghiệm phát triển các hệ thống booking, calendar,
- Ưu tiên có kinh nghiệm AWS, CI/CD,
- Ưu tiên có kinh nghiệm làm dự án cho khách hàng Nhật"
Senior,"
                  Hava a talk
                ",2023-10-28,IT_DV_23,5 năm,https://devwork.vn/viec-lam/11798/se-(java-php-c-.net)-hybrid,Full-time,50-60 triệu,"Chúng tôi có thể đảm nhiệm các công việc như phát triển EC Site và dịch vụ Web dành cho BtoC, phát triển hệ thống dựa trên yêu cầu công việc, tạo nội dung Web, phát triển ứng dụng iOS và Android, cũng như thực hiện các loại kiểm thử khác nhau. Chúng tôi sẽ lắng nghe kỹ về những mong muốn và kỹ năng của bạn để giao cho bạn nhiệm vụ phù hợp! Chúng tôi rất hoan nghênh việc phát triển kỹ năng và cung cấp cơ hội thăng tiến, bao gồm cả tham gia vào quy trình phát triển từ giai đoạn đầu và thử sức với việc quản lý trong tương lai.♪,
【Dự án mẫu】,
- Chuyển đổi toàn bộ hệ thống lên đám mây (SaaS) từ on-premise sang cloud,
- Xây dựng trang web hỗ trợ doanh nghiệp gặp gỡ cơ quan địa phương,
- Xây dựng cơ sở dữ liệu thông tin dành cho nhân viên y tế,
- Xây dựng trang web khảo sát cho các phương tiện giao thông,
- Xây dựng công cụ chuyển đổi dữ liệu cho công ty tiếp thị,
Tỷ lệ dự án,
Dự án ký hợp đồng 20%,
Dự án khách hàng 80%,
→ 50%  làm việc tại địa điểm của khách hàng ( làm việc toàn thời gian, Remote  hoặc bán Remote tùy thuộc vào dự án)",IT,"Tuổi từ 20 đến 30 tuổi,
- Chế độ lương tháng (tăng lương: 2 lần/năm),
- Lương: 30-40 man/ tháng,
- Trợ cấp đi lại được trả đầy đủ,
- Phụ cấp làm thêm giờ: Có (lương cố định 20 giờ làm thêm),
[Nhận xét về lương] *Thu nhập hàng năm sẽ được xác định dựa trên kinh nghiệm và kỹ năng.,
- Bảo hiểm xã hội, y tế, lương hưu phúc lợi, việc làm, bồi thường cho người lao động,
- Phúc lợi khác,
- Khi làm việc tại cty KH, tiền đi lại công ty sẽ chi trả",1 người,"
                SE (Java PHP C# .NET)- Hybrid
              ","
                Tokyo
              ",DevWork,"【Yêu cầu bắt buộc】,
- Kinh nghiệm phát triển từ 5 năm trở lên,
【Yêu cầu ưu tiên】,
- Kinh nghiệm thiết kế chi tiết,
- Kinh nghiệm thiết kế cơ bản,
- Kinh nghiệm làm leader,
▼ Nếu bạn đáp ứng ít nhất một trong những yêu cầu trên, hãy ứng tuyển!,
□ Chưa thể làm việc độc lập...,
└ Hãy cùng nhau phát triển!,
□ Muốn phát triển mạnh mẽ hơn trong vai trò lập trình viên,
└ Hãy cố gắng tích luỹ kinh nghiệm phát triển!,
□ Muốn phát triển thăng tiến thành PM hoặc SE,
└ Rất hoan nghênh việc thăng tiến sự nghiệp!,
□ Người có kinh nghiệm PM hoặc giai đoạn công việc phía trên,
└ Cả những người có kinh nghiệm lâu năm cũng được hoan nghênh!"
